,SERIAL,JOURV7,DEVICE,SEXE,AGE2,DEP,REG12,AGGLO5,EMP,PCSI,MAR,A0_0,A0_1,A0_2,A1,A2,A2BIS,A3_0,A3_1,A3BIS,A4,A5Q,A6_0,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_8,A6_9,A6_10,B1Q,B2_0,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B3Q,B5Q,B5AQ,B5BQ,B5CQ,B6Q_0,B6Q_1,B6Q_2,C1C2,C3,C4_0,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C4_7,C51,C52,C53,C54,C6_0,C6_1,C6_2,C6_3,C7,C7DEP,C7REG12,C8Q,C9QA,C9QB,C9QC,C10,C11,D60A,D60,D61,D62_0,D62_1,D62_2,D63,ALEAD65,D65,D66,ALEAD70,D70,D71,D67,D68_0,D68_1,D68_2,D68_3,D68_4,D68_5,D68_6,D68_7,D68_8,D69_0,D69_1,D69_2,D69_3,D69_4,D69_5,D69_6,D69_7
4080,4081,3,1,2,3,26,11,1,2,4,3,1,7,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,2,1,1,2,2,120,20,,40.0,,0,0,0,2,2.0,2,2,2,2,3,2,2,2,4,4,4,1,3.0,,,,1,26.0,11,4.0,2,2,0,6,1.0,3,1,1,2,3,3,1,1,3.0,,2,,3.0,2,1,2,2,3,2,3,2,2,3,2,2,2,2,2,2,1,3
4081,4082,3,1,1,10,42,11,1,7,7,3,2,9,1,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,2,2,5,180,0,,,,3,5,0,4,,2,2,2,2,2,1,3,2,4,4,4,4,,,,,1,42.0,11,8.0,2,0,0,2,,2,1,1,1,3,2,2,2,,1.0,1,3.0,,2,1,2,2,3,2,2,2,3,2,3,4,3,2,4,4,5,4
4082,4083,3,2,1,4,39,3,1,2,3,3,3,8,11,2,,2.0,3,,2,2,,2,2,2,2,1,2,2,2,3,2,2,9,1,2,1,1,2,1,2,2,1,0,0,,,,0,0,0,3,,2,2,3,2,3,2,2,2,2,3,4,3,3.0,,,,1,39.0,3,6.0,4,2,0,6,1.0,2,1,1,1,4,3,2,2,,3.0,2,,2.0,1,2,2,2,2,2,2,2,2,2,3,4,3,4,3,4,4,3
4083,4084,3,1,2,10,32,10,1,7,7,5,1,10,3,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,1,3,1,1,1,1,1,1,3,0,0,,,,0,0,0,2,2.0,2,2,1,2,2,2,3,2,4,4,4,4,,,,,1,32.0,10,2.0,1,0,0,3,,6,2,1,2,3,3,1,2,,3.0,2,,5.0,2,1,1,3,3,2,2,4,3,3,2,3,2,2,3,1,1,2
4084,4085,3,2,1,5,33,9,4,1,2,3,8,2,3,1,2.0,,1,,1,1,39.2,1,1,3,1,3,1,1,1,1,1,1,7,3,2,3,2,5,4,3,3,1,360,5,,42.0,41.0,2,5,5,3,,1,2,1,2,1,2,2,2,3,2,1,1,3.0,,,,1,33.0,9,5.0,2,1,0,5,2.0,1,1,1,1,1,2,1,1,1.0,,1,1.0,,1,2,3,3,3,4,5,2,3,2,4,3,4,2,6,5,2,3
4085,4086,3,1,2,10,44,7,4,7,7,3,1,6,5,2,,2.0,3,,2,2,,2,2,2,2,1,2,2,1,2,2,2,9,1,1,1,2,1,1,1,2,2,480,1,63.0,,,0,1,0,2,2.0,2,2,2,2,2,2,2,2,4,3,3,4,,,,,1,44.0,7,6.0,2,0,0,5,4.0,2,1,1,1,4,3,2,1,1.0,,1,1.0,,2,2,2,2,4,3,3,2,3,3,1,1,1,2,1,1,1,4
4086,4087,3,1,2,10,77,1,5,7,7,1,6,5,8,2,,1.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,2,2,1,1,1,1,2,2,2,210,5,,,,0,0,0,2,2.0,1,1,2,2,2,1,2,2,3,4,4,3,,,,,1,77.0,1,2.0,1,0,0,4,,4,1,1,2,3,2,2,1,3.0,,1,2.0,,2,2,2,2,2,2,3,2,3,3,3,4,2,2,1,4,5,5
4087,4088,3,2,2,9,59,5,4,7,7,5,1,6,7,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,1,1,1,1,1,1,2,1,120,1,54.0,,,1,2,0,3,2.0,2,2,2,2,2,2,1,2,4,4,4,4,,,,,1,59.0,5,3.0,1,0,0,1,,2,1,1,2,4,3,2,2,,3.0,2,,2.0,2,2,4,3,3,3,4,2,3,3,1,2,1,1,1,2,1,1
4088,4089,3,1,2,6,13,12,4,1,4,2,8,5,7,2,,2.0,3,,2,2,,2,2,1,1,1,1,2,1,2,2,2,7,1,1,1,1,1,1,1,2,1,60,100,,30.0,25.0,0,3,0,4,2.0,2,2,2,2,2,2,2,2,4,4,4,4,3.0,,,,1,13.0,12,5.0,2,0,2,5,2.0,4,2,1,2,4,4,1,2,,1.0,2,,4.0,2,2,3,3,3,2,2,2,2,2,4,4,4,4,4,5,5,3
4089,4090,3,1,1,5,14,4,4,1,5,5,7,6,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,4,510,4,,60.0,53.0,0,0,3,3,,2,2,2,2,2,2,2,2,4,4,4,3,1.0,,,,1,14.0,4,4.0,1,0,0,6,2.0,4,1,1,2,4,3,1,1,3.0,,1,2.0,,2,2,2,2,2,2,2,2,2,3,3,3,2,3,1,3,4,3
4090,4091,3,1,1,3,89,3,3,2,5,1,2,5,9,2,,1.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,2,3,2,1,2,2,3,4,3,300,0,,,,9,0,1,2,,2,2,2,2,2,2,2,2,3,3,4,4,5.0,,,,1,89.0,3,3.0,1,0,0,3,,4,1,2,2,3,3,1,1,3.0,,2,,3.0,2,2,2,2,3,3,3,2,2,3,1,5,5,1,2,1,5,2
4091,4092,3,1,2,10,39,3,1,7,7,6,1,4,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,1,1,1,1,1,1,1,3,0,1,71.0,,,0,0,0,3,2.0,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,39.0,3,5.0,1,0,1,5,2.0,6,2,1,2,4,3,1,2,,3.0,2,,4.0,2,2,4,4,4,4,4,4,4,4,2,3,2,1,1,1,2,2
4092,4093,3,2,1,1,31,10,4,1,5,1,11,11,11,2,,2.0,1,,2,2,,2,2,2,3,1,2,2,3,2,2,2,6,1,2,1,1,1,1,1,1,1,0,1,20.0,,,0,0,0,2,,2,2,2,2,2,2,2,2,4,4,4,4,6.0,,,,1,31.0,10,3.0,1,0,0,4,,6,1,1,4,1,1,3,2,,4.0,2,,3.0,2,2,2,1,1,2,1,1,2,2,4,4,3,4,5,1,5,4
4093,4094,3,2,1,10,59,5,4,7,7,3,1,4,11,2,,2.0,3,,2,2,,2,3,2,2,2,2,2,1,2,2,2,8,2,2,4,3,1,2,1,7,2,90,2,,30.0,40.0,2,8,0,3,,2,2,3,2,2,1,2,2,4,3,3,3,,,,,1,59.0,5,7.0,2,0,2,5,1.0,4,1,1,1,4,2,1,2,,3.0,1,2.0,,3,2,2,3,3,3,2,2,3,3,2,3,3,2,2,3,3,3
4094,4095,3,1,2,9,58,3,3,7,7,5,1,8,4,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,1,1,1,1,1,5,1,2,1,120,20,,,,0,1,0,5,2.0,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,58.0,3,,1,0,0,3,,6,1,1,1,4,4,1,2,,1.0,1,4.0,,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1
4095,4096,3,1,1,10,42,11,4,7,7,3,9,2,1,2,,4.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,2,1,2,1,1,1,2,2,210,8,,,,6,0,0,3,,2,1,2,2,2,1,2,2,4,4,4,4,,,,,1,42.0,11,5.0,2,0,1,3,,6,1,1,1,3,2,2,1,3.0,,2,,3.0,2,1,2,2,3,2,2,2,4,3,2,4,2,1,5,2,3,3
4096,4097,3,1,1,10,57,6,1,7,7,2,10,1,9,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,1,1,1,1,1,1,1,1,1,0,0,,,,0,0,0,4,,1,3,2,2,2,1,2,2,4,4,1,4,,,,,1,57.0,6,6.0,2,0,2,6,3.0,4,1,1,2,3,2,1,2,,3.0,2,,4.0,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1
4097,4098,3,1,1,8,2,5,3,1,3,3,1,3,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,3,1,1,1,1,2,1,3,90,1,40.0,,,0,1,0,3,,2,1,2,2,2,2,1,1,4,4,4,4,3.0,,,,1,2.0,5,10.0,3,0,0,4,,2,1,1,2,3,2,1,1,3.0,,2,,1.0,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,4,3
4098,4099,3,1,2,10,38,11,4,7,7,3,6,1,7,2,,2.0,3,,2,2,,2,2,1,1,2,2,2,2,2,2,2,8,2,2,1,1,1,1,1,2,3,120,1,68.0,,,1,1,0,2,2.0,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,38.0,11,9.0,2,0,0,6,4.0,4,1,1,2,3,2,1,1,3.0,,1,5.0,,1,2,3,3,4,3,4,3,3,4,1,2,2,2,2,1,1,1
4099,4100,3,1,2,10,53,7,3,7,7,3,4,2,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,4,1,1,4,1,2,5,2,3,1,150,10,,36.0,,0,3,0,5,2.0,1,2,2,2,2,1,2,2,2,3,3,4,,,,,1,53.0,7,8.0,2,0,2,4,,4,1,1,1,3,3,2,2,,1.0,1,4.0,,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,2
4100,4101,3,1,1,8,6,12,4,1,4,1,9,6,8,2,,2.0,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,3,2,1,2,3,4,660,4,,60.0,55.0,0,2,5,2,,2,2,2,2,2,2,2,2,4,3,4,4,1.0,,,,1,6.0,12,1.0,1,0,0,4,,6,1,1,2,2,2,2,2,,3.0,2,,4.0,2,1,2,2,2,2,2,2,3,2,4,3,2,3,2,2,3,5
4101,4102,3,1,1,4,75,1,5,1,4,2,3,4,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,1,3,3,6,1,1,1,1,3,0,0,,,,0,1,0,2,,2,2,2,2,2,2,2,2,4,4,4,4,3.0,,,,1,75.0,1,1.0,1,0,0,6,1.0,3,1,2,1,3,2,2,1,3.0,,1,5.0,,2,1,2,3,3,3,3,3,3,3,2,1,2,1,2,2,4,2
4102,4103,3,2,2,4,83,12,3,1,4,3,3,4,1,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,1,1,1,1,3,3,270,0,,,,1,0,3,2,2.0,2,2,2,2,2,2,2,2,3,3,4,3,1.0,3.0,,,1,83.0,12,4.0,2,1,0,6,2.0,2,1,1,2,2,3,2,2,,3.0,2,,1.0,2,2,3,3,3,3,3,3,3,3,4,4,5,2,4,2,5,5
4103,4104,3,1,2,9,78,1,5,1,3,3,6,1,3,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,2,4,4,4,2,2,2,2,4,90,0,,,,0,0,0,4,2.0,2,1,1,2,2,2,2,2,4,4,4,4,3.0,,,,1,78.0,1,5.0,2,0,2,6,1.0,6,1,1,2,3,3,2,2,,3.0,2,,2.0,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2
4104,4105,3,1,2,4,41,2,1,1,6,3,3,2,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,2,2,1,1,2,1,2,6,2,240,10,,35.0,50.0,1,0,2,4,2.0,2,2,2,2,2,2,2,2,4,4,4,4,1.0,5.0,,,1,41.0,2,8.0,4,2,0,3,,6,2,1,2,3,1,2,1,3.0,,1,2.0,,1,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2
4105,4106,3,1,1,9,31,10,1,7,7,5,8,7,4,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,2,2,3,3,2,2,1,2,2,180,4,,50.0,50.0,2,2,0,3,,2,2,2,2,2,2,2,2,4,3,4,4,,,,,1,31.0,10,4.0,1,1,0,6,3.0,1,1,1,2,3,2,2,1,3.0,,2,,4.0,2,2,2,3,3,2,3,2,2,2,2,3,2,2,1,3,2,2
4106,4107,3,1,2,10,66,10,2,7,7,3,8,9,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,2,1,1,2,1,1,1,3,15,2,,70.0,80.0,1,1,0,4,2.0,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,66.0,10,5.0,2,0,0,4,,5,1,1,2,3,2,1,2,,3.0,2,,4.0,2,1,2,2,3,2,3,2,1,4,1,1,2,1,1,1,1,2
4107,4108,3,1,1,4,76,4,2,1,5,2,1,2,7,1,5.0,,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,1,2,1,2,3,3,540,7,,47.0,47.0,0,0,5,2,,2,2,2,2,2,2,2,2,4,2,4,4,1.0,,,,1,76.0,4,7.0,3,1,0,5,5.0,6,2,1,2,3,2,1,2,,1.0,1,3.0,,2,3,3,3,3,3,3,3,3,3,2,2,3,2,1,3,1,4
4108,4109,3,1,2,2,64,9,4,1,3,1,1,7,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,1,2,1,2,2,1,2,2,60,0,,,,2,2,0,2,2.0,2,2,2,2,2,2,1,1,2,4,1,1,3.0,,,,1,64.0,9,2.0,2,0,0,6,4.0,2,1,1,1,4,2,1,1,3.0,,1,1.0,,1,2,2,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1
4109,4110,3,3,1,6,56,8,2,5,8,1,4,8,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,2,1,3,3,4,120,50,,,,2,0,0,3,,2,2,2,2,2,2,2,2,4,3,4,3,,,,,1,56.0,8,1.0,1,0,1,6,1.0,6,2,1,2,3,2,1,2,,3.0,2,,4.0,1,1,2,2,2,2,2,2,2,2,4,4,3,3,2,4,3,4
4110,4111,3,1,1,5,67,6,3,3,4,7,1,2,9,1,3.0,,2,,1,2,,2,2,2,2,2,2,2,2,2,2,2,5,2,3,2,2,2,2,1,2,2,720,15,,40.0,49.0,7,5,2,3,,2,2,2,2,2,2,2,2,2,3,4,1,1.0,2.0,,,1,67.0,6,7.0,2,0,0,5,1.0,4,2,1,2,2,1,1,2,,3.0,2,,3.0,2,2,1,2,3,3,3,2,3,4,5,4,4,3,4,3,3,3
4111,4112,3,2,1,5,26,11,4,1,3,1,8,1,4,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,1,1,1,2,1,2,1,2,2,90,2,,69.0,72.0,0,2,1,2,,2,2,2,2,2,2,2,2,4,4,4,4,1.0,3.0,,,1,26.0,11,4.0,1,0,0,6,3.0,1,2,1,1,4,3,2,2,,3.0,1,3.0,,2,2,1,2,2,1,1,2,2,2,5,4,6,5,3,5,4,3
4112,4113,3,2,1,7,78,1,5,4,5,3,1,5,2,2,,2.0,3,,2,2,,2,2,3,2,2,2,2,2,2,2,2,9,1,1,1,1,1,1,1,1,2,240,5,,,30.0,2,0,0,3,,2,2,2,2,3,2,2,2,1,1,1,1,5.0,,,,1,78.0,1,3.0,3,0,0,3,,5,1,1,2,2,2,2,2,,1.0,2,,2.0,1,2,2,2,3,2,3,2,2,3,2,4,4,4,3,4,3,2
4113,4114,3,2,1,10,59,5,4,7,7,3,3,2,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,1,2,1,2,1,1,6,3,3,360,5,,70.0,55.0,5,3,0,2,,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,59.0,5,7.0,2,0,2,5,2.0,4,1,1,2,2,2,1,1,3.0,,1,1.0,,1,2,2,2,2,2,3,2,2,3,1,3,2,2,4,3,2,4
4114,4115,3,2,2,1,62,5,4,1,5,7,4,1,6,2,,2.0,3,,2,1,0.0,1,2,1,1,2,3,2,1,1,2,2,6,2,1,1,1,3,1,1,3,4,600,1,25.0,,,10,10,1,2,2.0,3,2,2,1,2,2,2,2,1,1,2,3,5.0,,,,1,62.0,5,2.0,1,0,0,2,,6,1,1,2,2,2,2,2,,3.0,2,,1.0,2,2,3,3,4,3,3,3,3,3,2,3,3,1,1,1,2,3
4115,4116,3,2,2,5,88,6,1,2,4,3,2,8,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,1,1,1,2,1,2,2,2,120,6,,67.0,71.0,0,1,0,4,2.0,2,2,2,2,2,2,2,2,4,4,3,3,5.0,,,,1,88.0,6,7.0,4,1,0,4,,6,1,3,2,3,2,2,1,3.0,,2,,1.0,2,3,3,3,2,3,3,3,3,3,3,4,2,3,1,2,2,2
4116,4117,3,1,1,10,49,7,4,7,7,3,3,8,7,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,1,3,1,1,1,1,2,2,400,4,,90.0,70.0,4,2,0,3,,1,2,2,2,2,2,2,2,4,4,4,4,,,,,1,49.0,7,7.0,3,0,0,6,2.0,3,2,2,1,4,2,2,1,3.0,,1,4.0,,1,2,2,2,3,2,2,3,3,3,2,5,2,2,1,2,3,1
4117,4118,3,1,2,1,44,7,4,8,8,1,8,4,1,1,4.0,,3,,1,2,,2,2,2,2,2,2,2,2,2,2,2,9,1,2,2,3,1,1,2,2,2,0,0,,,,2,7,0,2,2.0,2,2,1,2,2,2,2,2,2,3,4,3,,,,,1,44.0,7,5.0,3,0,0,6,4.0,6,1,1,2,3,2,1,1,3.0,,2,,5.0,2,3,2,2,3,2,3,3,2,3,3,5,3,3,3,3,5,3
4118,4119,3,1,2,10,62,5,4,7,7,1,2,8,1,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,2,2,6,2,1,1,5,2,6,80,1,20.0,,,0,1,0,4,2.0,2,2,2,2,2,1,2,3,4,4,4,4,,,,,1,62.0,5,6.0,1,0,0,4,,6,2,1,2,2,1,1,2,,3.0,1,4.0,,2,2,2,2,3,2,2,2,4,4,2,2,2,2,5,2,5,2
4119,4120,3,1,1,10,34,10,2,7,7,6,8,1,4,2,,2.0,3,,2,2,,2,2,2,1,2,2,2,2,2,2,2,10,2,1,1,1,1,1,1,2,4,0,2,,76.0,30.0,1,0,0,3,,2,1,2,2,1,1,3,2,4,4,4,1,,,,,1,34.0,10,3.0,1,0,0,3,,2,1,1,1,3,3,1,1,3.0,,1,2.0,,2,3,4,3,4,3,3,4,3,4,2,2,1,2,5,2,2,5
4120,4121,3,1,2,7,43,11,1,6,8,3,10,8,1,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,2,1,1,1,1,1,2,2,150,4,,,,0,0,0,2,2.0,2,1,2,2,2,2,2,2,4,4,4,4,,,,,1,43.0,11,6.0,3,0,0,4,,3,1,1,2,3,3,1,2,,3.0,1,5.0,,1,2,3,2,3,2,2,3,2,3,2,3,2,3,1,2,5,1
4121,4122,3,1,2,5,33,9,4,1,3,3,3,4,1,2,,2.0,3,,1,2,,2,2,2,2,2,2,2,2,2,2,2,8,2,2,1,1,1,1,1,2,2,0,0,,,,0,0,0,3,2.0,2,2,2,2,2,2,2,2,1,4,4,1,3.0,,,,1,33.0,9,9.0,4,2,0,6,4.0,3,1,1,2,3,1,2,1,2.0,,1,4.0,,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
4122,4123,3,3,1,7,85,7,2,1,5,7,3,2,1,1,1.0,,2,,1,1,37.9,1,1,1,1,1,2,2,2,1,2,1,6,1,1,3,2,3,1,2,3,1,105,2,,30.0,50.0,0,5,5,2,,2,2,2,2,2,2,2,2,3,3,2,3,1.0,,,,1,85.0,7,4.0,2,0,0,3,,3,1,1,2,2,1,1,2,,2.0,2,,2.0,1,1,1,2,3,3,3,1,2,3,1,1,1,1,1,1,1,1
4123,4124,3,1,2,2,77,1,2,1,5,7,2,4,6,2,,3.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,2,2,1,2,2,1,2,2,180,10,,30.0,67.0,2,2,0,2,2.0,2,2,2,2,2,2,2,2,4,4,4,4,3.0,,,,1,77.0,1,7.0,2,0,0,5,2.0,3,1,1,1,3,1,1,1,3.0,,1,4.0,,2,1,2,2,2,2,3,2,2,3,3,4,3,4,4,4,5,5
4124,4125,3,1,2,7,24,9,2,5,8,3,1,9,3,2,,2.0,3,,2,2,,2,2,3,2,1,2,2,2,2,1,2,10,1,1,5,1,1,1,1,1,1,120,0,,,,0,0,0,4,2.0,1,2,2,2,2,2,2,2,4,1,1,4,,,,,1,24.0,9,5.0,2,0,0,5,5.0,6,1,3,2,3,1,1,1,3.0,,2,,4.0,2,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,3,1
4125,4126,3,1,2,6,91,1,5,2,4,5,7,8,4,2,,2.0,1,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,1,1,1,2,3,3,300,0,,,,1,0,0,2,2.0,2,2,2,2,2,2,2,2,4,2,4,4,5.0,,,,1,91.0,1,4.0,3,2,0,5,5.0,2,1,1,1,3,3,2,1,3.0,,2,,4.0,1,2,2,2,2,2,2,2,2,2,5,5,5,5,5,4,5,5
4126,4127,3,1,1,10,44,7,4,7,7,3,8,3,2,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,2,2,4,2,2,1,2,2,2,360,1,70.0,,,2,10,0,3,,1,2,2,2,2,2,2,2,4,4,4,4,,,,,1,44.0,7,5.0,2,0,0,5,1.0,1,2,1,3,2,1,2,1,3.0,,1,3.0,,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4127,4128,3,1,1,10,26,11,3,7,7,3,4,3,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,1,1,1,2,2,90,0,,,,0,1,0,3,,1,2,2,2,2,1,2,2,4,4,4,3,,,,,1,26.0,11,4.0,2,0,0,6,3.0,2,2,2,2,3,2,2,2,,2.0,2,,3.0,2,2,3,3,3,3,3,3,3,3,1,3,2,1,1,2,2,1
4128,4129,3,1,2,4,84,12,4,3,2,3,1,3,8,2,,2.0,3,,1,2,,2,2,2,2,2,2,2,2,2,2,2,9,1,1,2,2,1,1,1,2,1,210,2,,35.0,40.0,0,1,0,4,1.0,2,2,2,2,2,2,2,2,4,3,4,4,3.0,,,,1,84.0,12,5.0,4,2,0,5,3.0,2,1,1,2,2,2,2,1,3.0,,1,4.0,,2,2,2,3,3,3,3,2,3,2,2,3,2,2,2,2,2,3
4129,4130,3,1,2,1,54,6,4,8,8,1,1,10,3,2,,3.0,1,2.0,2,2,,2,2,2,1,2,2,2,2,2,2,2,8,1,3,1,1,1,2,1,1,2,0,0,,,,2,0,0,3,2.0,2,2,2,2,2,2,2,2,3,3,3,3,,,,,1,54.0,6,3.0,3,2,0,4,,6,1,1,2,2,2,1,1,2.0,,1,4.0,,2,2,3,2,2,2,2,3,2,2,1,1,3,1,1,1,2,2
4130,4131,3,1,2,6,81,10,3,1,5,3,9,7,1,2,,2.0,3,,1,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,2,1,1,2,1,1,1,2,0,0,,,,0,0,0,4,2.0,2,2,1,2,2,2,2,2,2,2,3,3,3.0,,,,1,81.0,10,4.0,3,1,0,4,,2,1,1,2,3,1,1,2,,3.0,2,,5.0,2,1,2,2,3,1,2,2,2,3,3,4,2,2,2,1,1,2
4131,4132,3,2,2,4,38,11,1,1,2,7,1,7,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,1,1,1,1,1,1,1,2,1,180,2,,60.0,65.0,1,2,0,2,2.0,2,2,2,2,2,2,2,2,4,3,3,4,5.0,,,,1,38.0,11,6.0,5,3,0,5,5.0,4,2,1,3,4,3,1,2,,1.0,2,,2.0,2,2,4,4,4,4,4,4,4,4,1,2,1,2,1,2,1,2
4132,4133,3,2,1,2,13,12,4,1,5,2,5,7,8,2,,2.0,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,6,1,660,5,,40.0,40.0,2,3,5,3,,2,2,2,2,2,2,2,2,4,4,4,4,1.0,,,,2,13.0,12,3.0,2,0,0,6,3.0,5,2,1,1,4,3,1,1,3.0,,2,,4.0,2,1,2,1,3,2,3,1,1,2,1,4,4,1,1,1,3,2
4133,4134,3,2,2,1,63,11,4,1,4,1,4,5,7,1,3.0,,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,4,1,1,3,1,4,4,5,3,2,480,10,,52.0,30.0,10,3,20,2,2.0,2,2,2,2,2,2,2,2,1,1,1,1,1.0,,,,1,63.0,11,2.0,1,0,0,3,,3,2,1,3,2,1,1,2,,3.0,1,4.0,,2,2,3,3,4,1,2,2,3,3,3,4,4,4,2,4,5,5
4134,4135,3,2,2,4,49,7,4,1,5,3,1,5,2,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,2,1,1,1,2,1,1,2,2,240,0,,,,0,2,0,2,2.0,2,2,2,2,2,2,2,2,4,3,3,3,5.0,,,,1,49.0,7,4.0,3,1,0,5,2.0,2,2,1,2,3,2,1,1,3.0,,1,5.0,,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,3
4135,4136,3,2,1,2,30,10,4,1,5,1,9,10,3,2,,2.0,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,3,3,3,3,3,3,3,3,3,120,2,,50.0,50.0,2,3,5,2,,2,2,2,2,2,2,2,2,4,4,4,4,1.0,,,,1,30.0,10,2.0,1,0,0,6,2.0,5,1,1,2,2,2,2,1,3.0,,2,,5.0,2,3,3,2,3,2,3,3,3,3,4,3,3,4,3,3,3,3
4136,4137,3,1,2,2,74,11,3,3,3,2,4,3,7,2,,2.0,3,,1,2,,2,2,2,1,2,2,2,2,1,2,2,7,1,1,2,1,2,1,3,2,2,480,5,,23.0,34.0,1,2,1,2,2.0,2,2,2,2,2,2,2,2,3,3,3,4,1.0,,,,1,74.0,11,6.0,2,0,0,6,4.0,3,1,1,2,3,2,1,2,,3.0,2,,3.0,2,1,3,2,3,2,3,2,2,3,2,1,3,1,1,2,2,3
4137,4138,4,2,2,1,75,1,5,2,5,1,1,3,8,2,,2.0,3,,1,2,,2,2,1,2,2,2,2,2,2,2,1,9,1,1,1,2,4,2,2,2,2,390,1,17.0,,,2,0,0,1,2.0,2,2,2,2,2,2,2,2,2,2,2,4,2.0,,,,1,75.0,1,5.0,3,0,0,4,,3,2,1,1,4,2,1,2,,1.0,1,2.0,,2,1,3,3,4,3,3,2,3,3,5,5,5,5,5,5,4,5
4138,4139,3,2,2,9,92,1,5,7,7,3,3,1,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,1,2,1,2,2,1,2,2,1,270,40,,,70.0,1,2,0,3,2.0,2,2,2,2,2,2,2,2,4,4,3,4,,,,,2,28.0,2,4.0,6,2,3,5,2.0,3,1,1,2,3,1,2,2,,1.0,2,,2.0,2,2,4,2,3,2,2,1,3,3,2,3,2,2,2,3,3,1
