,SERIAL,JOURV7,DEVICE,SEXE,AGE2,DEP,REG12,AGGLO5,EMP,PCSI,MAR,A0_0,A0_1,A0_2,A1,A2,A2BIS,A3_0,A3_1,A3BIS,A4,A5Q,A6_0,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_8,A6_9,A6_10,B1Q,B2_0,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B3Q,B5Q,B5AQ,B5BQ,B5CQ,B6Q_0,B6Q_1,B6Q_2,C1C2,C3,C4_0,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C4_7,C51,C52,C53,C54,C6_0,C6_1,C6_2,C6_3,C7,C7DEP,C7REG12,C8Q,C9QA,C9QB,C9QC,C10,C11,D60A,D60,D61,D62_0,D62_1,D62_2,D63,ALEAD65,D65,D66,ALEAD70,D70,D71,D67,D68_0,D68_1,D68_2,D68_3,D68_4,D68_5,D68_6,D68_7,D68_8,D69_0,D69_1,D69_2,D69_3,D69_4,D69_5,D69_6,D69_7
2903,2904,2,2,1,5,59,5,4,1,6,1,1,8,11,2,,4.0,3,,2,2,,2,2,2,2,2,2,2,2,2,3,2,10,1,6,2,1,2,1,6,1,1,0,1,46.0,,,0,0,0,3,,2,2,2,2,2,1,2,2,1,1,1,1,5.0,,,,1,59.0,5,4.0,1,0,0,4,,2,2,1,3,1,1,2,1,2.0,,2,,4.0,2,2,2,2,3,4,4,2,3,3,3,2,2,2,2,2,2,2
2904,2905,2,2,2,2,76,4,4,1,5,1,5,1,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,2,2,1,2,6,2,480,0,,,,1,1,5,2,2.0,2,2,2,2,2,2,2,2,3,3,2,3,1.0,,,,1,76.0,4,3.0,2,0,0,5,2.0,4,1,1,2,3,2,2,1,3.0,,2,,3.0,2,2,4,4,4,4,4,4,4,4,2,3,3,1,2,2,2,2
2905,2906,2,2,2,10,34,10,4,7,7,1,5,2,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,1,1,2,4,1,1,1,2,3,270,3,,65.0,50.0,1,0,0,2,2.0,2,2,2,2,2,2,2,2,2,1,2,2,,,,,1,34.0,10,4.0,1,0,1,6,4.0,3,1,1,1,4,3,1,2,,3.0,2,,1.0,1,1,1,1,2,1,2,1,1,3,3,4,3,3,1,3,3,3
2906,2907,2,1,1,7,2,5,1,1,4,2,2,6,3,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,1,1,4,1,1,1,2,3,90,0,,,,0,3,2,3,,1,2,2,2,2,1,2,2,3,3,4,3,3.0,,,,1,2.0,5,6.0,2,0,0,5,1.0,6,2,1,1,3,3,2,2,,3.0,1,2.0,,2,2,2,3,2,2,2,2,2,2,1,3,2,2,2,2,3,1
2907,2908,2,3,2,6,86,9,1,1,4,3,4,8,9,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,2,3,1,1,2,1,1,2,2,720,2,,55.0,56.0,1,0,1,3,2.0,2,2,2,2,2,2,1,2,4,4,3,4,1.0,3.0,,,1,86.0,9,6.0,2,0,0,6,4.0,2,2,1,1,3,2,2,2,,3.0,1,3.0,,1,1,1,1,2,1,1,1,2,1,1,4,2,1,1,2,2,2
2908,2909,2,2,2,3,44,7,4,1,3,1,3,2,9,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,2,4,2,2,3,1,2,2,2,120,1,58.0,,,1,3,0,2,2.0,2,2,2,2,2,2,2,2,4,4,4,4,3.0,,,,1,44.0,7,4.0,1,0,0,6,4.0,2,1,1,2,3,2,2,2,,3.0,2,,5.0,1,2,3,3,3,3,3,3,3,3,3,4,3,3,4,3,2,4
2909,2910,2,2,2,10,64,9,4,7,7,2,1,5,4,2,,2.0,3,,1,2,,2,2,2,2,2,2,2,2,1,2,2,6,1,2,1,1,1,1,1,2,2,30,0,,,,5,0,0,2,2.0,2,2,1,2,2,2,2,2,3,3,1,3,,,,,1,64.0,9,4.0,2,0,0,5,2.0,2,1,1,2,3,3,1,1,2.0,,2,,2.0,2,2,2,3,3,1,1,2,3,3,2,4,2,2,2,2,2,2
2910,2911,2,2,1,7,54,6,2,1,4,3,3,2,4,2,,2.0,3,,2,2,,2,2,2,2,2,1,2,1,2,2,2,5,1,5,2,2,2,1,2,3,4,180,100,,,,0,1,0,2,,2,2,2,2,2,1,2,2,3,3,3,3,6.0,,,,1,54.0,6,5.0,4,0,0,5,1.0,1,2,1,2,3,2,2,2,,3.0,2,,4.0,2,1,2,1,1,1,2,1,1,2,5,4,3,4,4,5,5,5
2911,2912,2,1,1,9,17,9,1,7,7,3,9,10,6,2,,2.0,3,,2,2,,2,2,2,2,2,3,2,2,2,2,2,8,1,1,2,3,3,1,1,2,1,135,1,,,,1,1,0,3,,2,2,1,2,2,2,2,2,3,3,3,3,,,,,1,17.0,9,2.0,2,0,0,2,,5,2,1,2,2,2,1,1,2.0,,1,4.0,,2,2,3,3,4,3,4,3,3,4,1,2,2,1,1,1,1,1
2912,2913,3,3,1,8,44,7,4,7,7,3,3,1,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,1,2,2,7,2,4,4,2,2,2,2,2,2,180,0,,,,0,0,0,3,,2,1,2,2,2,1,1,2,3,4,3,4,,,,,1,44.0,7,5.0,3,0,0,4,,2,1,1,2,3,3,2,1,3.0,,1,2.0,,2,2,2,2,2,2,2,2,3,3,2,3,4,2,2,3,4,4
2913,2914,2,2,2,6,38,11,1,5,8,3,8,1,4,2,,2.0,3,,2,2,,2,2,1,1,2,2,2,2,2,2,2,7,1,4,1,1,1,2,1,1,2,0,0,,,,1,2,0,1,2.0,2,2,2,2,2,2,2,2,3,3,3,3,,,,,1,38.0,11,4.0,3,1,0,5,2.0,2,2,1,3,3,1,2,1,3.0,,1,2.0,,2,1,2,2,2,2,2,2,2,2,4,4,4,4,1,2,4,2
2914,2915,2,2,2,2,36,2,3,1,5,2,1,4,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,1,5,1,3,3,1,600,5,,25.0,25.0,1,4,10,4,2.0,2,2,2,2,2,2,2,2,4,3,4,3,1.0,,,,1,36.0,2,4.0,4,2,0,4,,2,2,1,1,4,3,2,1,3.0,,1,2.0,,2,1,2,2,4,3,4,1,3,4,3,1,5,1,1,3,5,2
2915,2916,2,2,2,3,34,10,3,1,5,3,1,2,5,1,2.0,,2,,2,1,38.7,2,3,2,2,1,2,2,1,2,2,1,9,1,1,3,2,1,1,1,3,2,60,6,,45.0,50.0,2,1,1,4,2.0,2,2,1,2,2,2,2,2,3,3,2,2,4.0,,,,1,34.0,10,3.0,3,1,0,4,,5,1,1,1,3,1,1,1,1.0,,2,,1.0,1,1,3,3,4,3,4,3,1,4,3,3,1,3,1,1,2,1
2916,2917,2,1,2,7,74,11,1,6,8,3,2,10,1,2,,2.0,3,,2,2,,2,2,2,2,3,2,2,2,2,2,2,9,1,3,1,1,1,1,1,1,2,0,0,,,,0,0,0,5,2.0,2,2,2,2,2,2,2,2,2,1,1,2,,,,,1,74.0,11,3.0,2,0,0,1,,5,2,1,2,2,1,1,2,,3.0,2,,5.0,2,2,3,2,3,3,4,2,3,3,2,2,2,1,4,4,5,5
2917,2918,2,1,1,6,51,6,1,1,5,7,10,6,1,2,,2.0,4,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,1,1,3,1,1,1,3,4,600,10,,,,1,0,7,4,,2,2,2,2,2,2,2,2,4,3,4,4,1.0,,,,1,51.0,6,4.0,4,2,0,4,,4,1,1,2,3,2,1,2,,3.0,2,,3.0,2,2,3,3,3,3,3,3,3,3,2,3,3,3,5,2,2,1
2918,2919,2,1,2,3,27,4,1,6,8,3,1,2,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,2,1,2,1,2,1,1,2,2,150,25,,,,0,2,0,3,2.0,2,2,1,2,2,2,2,2,4,3,4,4,,,,,1,27.0,4,5.0,5,3,0,3,,2,2,1,2,3,1,2,1,3.0,,2,,3.0,2,3,3,3,3,3,3,3,3,3,2,1,2,1,1,1,5,2
2919,2920,2,1,1,10,12,10,2,7,7,3,5,1,10,1,3.0,,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,4,1,3,3,1,3,3,3,3,3,60,2,,8.0,36.0,2,2,0,2,,2,2,2,2,2,2,2,2,4,4,4,3,,,,,1,12.0,10,4.0,2,0,0,3,,6,1,2,2,3,1,1,1,3.0,,1,4.0,,2,1,3,2,3,2,3,2,3,3,4,3,4,3,3,4,4,4
2920,2921,2,1,2,3,62,5,1,6,8,7,1,2,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,2,2,180,0,,,,0,3,0,3,2.0,2,2,2,2,2,2,2,2,3,3,3,3,,,,,1,62.0,5,8.0,2,2,0,6,1.0,6,1,1,2,2,2,2,2,,3.0,2,,3.0,2,3,4,4,4,4,4,4,3,4,1,2,2,2,1,1,2,1
2921,2922,2,1,1,10,45,2,1,7,7,3,9,10,2,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,2,4,5,5,1,5,5,2,4,0,0,,,,0,1,0,4,,2,2,2,2,2,1,2,2,4,4,4,4,,,,,1,45.0,2,3.0,2,0,0,3,,6,1,1,3,2,1,1,2,,3.0,2,,3.0,2,2,4,4,4,4,3,2,3,4,1,4,1,1,4,3,2,4
2922,2923,2,2,1,8,44,7,4,7,7,3,1,6,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,2,1,1,1,1,1,2,1,60,5,,50.0,50.0,1,3,0,3,,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,44.0,7,5.0,2,0,0,4,,6,2,1,1,3,2,2,2,,3.0,1,2.0,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
2923,2924,2,1,1,9,44,7,4,7,7,3,1,2,3,2,,4.0,3,,2,2,,1,2,2,2,2,2,2,2,2,2,2,8,1,2,2,1,1,1,1,2,1,90,4,,45.0,45.0,0,0,0,3,,2,2,2,2,2,2,2,2,4,3,4,4,,,,,1,44.0,7,7.0,2,0,0,4,,4,1,1,2,3,4,2,1,3.0,,1,1.0,,2,2,2,2,2,2,2,2,3,4,2,2,2,1,2,1,3,4
2924,2925,2,2,2,5,27,4,1,1,4,3,3,7,10,2,,2.0,2,,2,2,,2,2,2,2,2,2,2,2,1,2,2,7,2,3,2,1,5,1,1,3,3,420,50,,40.0,7.0,1,0,5,2,2.0,2,2,2,2,2,2,2,2,4,3,4,2,1.0,,,,1,27.0,4,4.0,2,2,0,6,4.0,3,1,2,1,4,3,2,2,,3.0,2,,1.0,2,1,2,2,2,2,2,2,2,2,2,3,2,1,1,3,2,3
2925,2926,2,2,2,9,42,11,4,7,7,3,8,4,3,2,,2.0,3,,2,2,,2,2,2,2,3,2,2,2,2,2,2,8,2,1,1,1,1,1,1,2,2,240,1,25.0,,,0,5,0,2,2.0,1,2,2,2,2,1,1,2,4,3,3,4,,,,,1,42.0,11,9.0,3,0,0,6,5.0,2,2,1,2,3,2,2,1,2.0,,1,3.0,,1,2,2,2,2,2,2,2,2,2,3,3,2,4,1,2,3,2
2926,2927,2,1,2,8,71,3,3,7,7,3,4,6,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,1,3,1,4,1,1,1,2,2,135,6,,60.0,58.0,0,2,0,3,2.0,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,71.0,3,5.0,2,0,0,4,,4,2,1,1,4,3,2,2,,3.0,2,,3.0,2,1,2,2,3,2,3,2,2,3,2,4,2,1,1,2,4,2
2927,2928,2,3,2,10,15,11,1,7,7,3,1,5,3,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,2,2,1,2,1,1,1,2,2,150,10,,35.0,40.0,2,0,2,2,2.0,2,1,2,2,2,2,2,2,4,4,4,4,,,,,1,15.0,11,5.0,2,0,0,3,,3,1,1,2,2,2,1,2,,1.0,2,,2.0,2,2,3,3,3,3,3,2,3,3,2,2,2,2,1,1,1,2
2928,2929,2,1,2,9,24,9,2,7,7,3,2,6,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,2,3,3,1,2,1,2,2,3,75,2,,40.0,35.0,2,5,0,2,2.0,2,2,3,2,3,2,2,2,2,2,4,2,,,,,1,24.0,9,5.0,2,1,1,3,,6,2,1,2,3,1,2,1,3.0,,1,3.0,,2,1,1,2,2,2,2,1,2,2,2,3,2,1,1,2,2,1
2929,2930,2,1,2,1,71,3,3,2,5,1,4,7,3,2,,2.0,3,,2,2,,2,2,2,2,1,2,2,2,2,2,2,8,1,2,3,2,1,1,1,2,2,92,2,,45.0,45.0,0,1,4,1,2.0,2,2,2,2,2,2,2,2,1,1,1,1,1.0,,,,1,71.0,3,4.0,2,0,0,6,4.0,1,1,1,2,3,2,1,2,,3.0,2,,4.0,2,2,2,3,3,2,2,4,3,3,1,1,2,2,2,2,3,1
2930,2931,2,3,1,9,67,6,1,7,7,3,1,8,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,5,1,1,30,1,65.0,,,0,0,0,3,,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,67.0,6,6.0,2,0,0,3,,6,2,1,1,1,1,2,1,1.0,,1,4.0,,2,3,3,2,4,2,3,1,1,2,1,1,2,4,4,2,2,1
2931,2932,2,1,1,10,83,12,4,7,7,5,9,10,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,0,1,4,4,4,4,1,1,4,4,480,19,,66.0,35.0,10,5,0,3,,1,2,2,2,2,2,2,2,1,1,4,4,,,,,1,83.0,12,7.0,2,0,0,6,2.0,4,2,1,2,2,1,2,1,3.0,,1,3.0,,2,2,2,3,4,2,2,2,2,4,3,3,5,4,4,4,5,3
2932,2933,2,1,2,4,69,11,4,2,3,7,3,5,1,1,2.0,,3,,2,2,,2,2,2,2,1,2,2,2,2,1,2,5,1,4,1,1,1,1,1,2,2,80,4,,1.0,2.0,1,1,0,3,2.0,2,2,2,2,2,2,2,2,3,3,3,4,2.0,,,,1,69.0,11,5.0,3,1,0,6,2.0,3,2,1,2,2,1,2,1,3.0,,2,,4.0,2,2,4,2,4,2,4,3,4,3,1,2,1,1,1,1,1,2
2933,2934,2,2,1,10,57,6,4,7,7,3,1,8,6,2,,2.0,3,,2,2,,2,2,2,3,2,2,2,2,2,2,2,7,2,2,3,3,1,1,1,3,3,150,2,,80.0,,2,3,0,3,,2,2,2,2,2,2,2,2,4,4,1,3,,,,,1,57.0,6,6.0,2,0,0,4,,6,2,1,2,3,1,1,1,3.0,,1,4.0,,2,2,2,2,3,3,3,2,2,4,3,3,2,3,2,2,4,3
2934,2935,2,1,1,10,94,1,5,2,3,3,10,1,8,2,,2.0,3,,2,2,,2,2,2,2,1,2,2,2,2,1,2,9,1,2,1,1,2,1,1,2,1,105,25,,70.0,52.0,1,1,0,3,,1,2,2,2,2,1,2,2,3,1,1,3,2.0,8.0,,,1,94.0,1,3.0,2,0,0,6,5.0,3,1,1,2,3,2,1,2,,3.0,2,,1.0,2,2,3,4,4,2,3,3,3,3,2,2,2,2,2,1,1,1
2935,2936,2,1,2,6,59,5,4,2,5,5,1,10,3,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,2,1,1,2,3,2,1200,10,,,,0,1,5,5,2.0,2,2,2,2,2,2,2,2,3,3,3,3,1.0,,,,1,59.0,5,3.0,3,0,0,5,4.0,6,2,1,1,2,2,2,2,,1.0,2,,1.0,2,1,3,4,4,2,2,2,3,3,3,2,2,2,2,2,2,3
2936,2937,2,1,2,10,34,10,3,7,7,5,1,2,3,2,,1.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,6,1,1,1,5,1,3,1,330,10,,40.0,60.0,4,0,6,3,2.0,2,1,2,2,2,2,2,2,3,3,3,3,,,,,1,34.0,10,3.0,1,0,1,6,2.0,4,2,1,2,3,2,1,1,3.0,,1,3.0,,2,2,2,2,3,2,3,2,2,3,2,1,2,2,2,2,1,1
2937,2938,2,1,2,9,36,2,1,7,7,3,1,10,2,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,3,2,2,2,10,1,1,1,1,1,1,1,1,1,120,5,,47.0,55.0,1,0,0,5,2.0,1,2,2,2,2,2,2,2,4,4,4,4,,,,,1,36.0,2,3.0,2,0,0,3,,6,2,1,1,3,2,1,2,,3.0,2,,4.0,2,2,3,3,4,4,4,3,4,4,2,2,2,5,1,2,2,3
2938,2939,2,1,2,5,77,1,5,1,3,1,2,6,1,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,1,1,1,2,1,1,2,1,120,3,,,50.0,0,1,0,3,2.0,2,2,2,2,2,2,2,2,4,4,4,3,3.0,,,,1,77.0,1,5.0,1,0,0,6,4.0,3,1,1,3,3,3,2,2,,3.0,2,,4.0,2,1,2,3,3,1,1,1,2,4,2,2,2,2,2,2,2,4
2939,2940,2,3,2,10,82,10,2,7,7,3,1,3,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,3,1,210,0,,,,10,0,5,4,2.0,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,82.0,10,5.0,2,0,0,5,5.0,2,1,1,2,4,3,2,2,,3.0,2,,1.0,1,2,2,4,2,2,2,2,2,3,1,3,2,1,1,2,1,2
2940,2941,2,1,2,6,46,10,1,6,8,2,4,3,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,6,4,4,1,1,1,1,2,0,0,,,,0,0,0,1,2.0,2,2,2,2,2,2,2,2,4,3,4,3,,,,,1,46.0,10,4.0,2,0,0,3,,6,2,1,1,3,2,2,1,3.0,,1,4.0,,2,2,4,4,4,3,4,2,4,4,1,2,2,1,2,1,2,2
2941,2942,2,1,2,10,38,11,1,7,7,3,2,1,8,2,,2.0,3,,2,2,,2,2,2,2,1,2,2,2,2,1,2,8,2,1,3,5,1,1,1,2,2,120,4,,72.0,58.0,0,0,0,2,2.0,2,2,2,2,2,2,2,2,2,1,2,2,,,,,1,38.0,11,5.0,2,0,0,4,,6,2,1,3,3,1,1,2,,3.0,1,4.0,,2,3,3,3,4,4,4,3,4,4,1,1,1,1,1,1,1,1
2942,2943,2,2,2,2,26,11,1,4,8,1,3,1,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,2,3,3,1,1,2,2,2,0,0,,,,0,1,0,2,2.0,2,2,2,2,2,2,2,2,3,4,4,3,,,,,1,26.0,11,6.0,2,0,0,3,,2,1,1,2,3,2,2,2,,3.0,1,2.0,,2,3,3,3,3,3,3,3,3,3,2,2,2,1,1,2,1,1
2943,2944,2,1,2,10,95,1,5,7,7,3,1,3,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,2,2,2,1,2,2,1,210,35,,15.0,45.0,2,1,0,2,2.0,2,2,2,2,2,1,2,2,3,4,4,3,,,,,1,95.0,1,6.0,2,0,0,5,4.0,3,2,1,2,3,2,1,2,,3.0,2,,1.0,2,2,3,2,3,3,3,3,3,3,1,5,2,1,2,1,2,1
2944,2945,2,2,2,3,7,11,1,1,5,2,7,8,1,2,,2.0,2,,1,2,,2,2,2,2,1,2,2,2,1,2,2,8,1,1,1,1,1,1,1,6,2,840,55,,33.0,80.0,4,3,5,4,2.0,2,2,2,2,1,2,2,2,3,2,1,4,8.0,,,,1,7.0,11,5.0,4,2,0,4,,3,3,1,3,2,1,2,2,,3.0,1,1.0,,2,1,4,3,4,2,3,2,3,3,1,1,1,1,1,3,4,3
2945,2946,2,1,2,10,34,10,4,7,7,1,1,3,6,2,,3.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,2,5,4,2,1,3,2,2,270,0,,,,0,1,0,4,2.0,1,2,2,2,2,2,2,2,4,4,4,4,,,,,1,34.0,10,3.0,2,0,1,5,3.0,4,1,1,1,3,3,2,2,,3.0,2,,3.0,1,2,2,2,3,2,2,2,2,3,1,2,1,2,1,2,5,3
2946,2947,2,2,1,5,64,9,4,1,5,3,1,5,7,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,5,2,1,1,1,2,2,120,0,,,,0,0,0,4,,2,2,2,2,2,2,2,2,3,4,4,3,1.0,,,,1,64.0,9,4.0,4,2,0,4,,2,1,1,1,4,3,2,1,1.0,,2,,2.0,2,3,3,3,2,4,2,2,2,3,2,3,1,1,1,1,1,1
2947,2948,2,1,2,3,91,1,5,1,3,1,1,9,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,2,2,1,3,3,1,1,4,1,660,10,,25.0,,0,0,7,2,2.0,2,2,2,2,2,2,2,2,3,3,3,3,1.0,,,,1,91.0,1,1.0,1,0,0,6,1.0,4,1,1,2,2,4,1,1,1.0,,1,1.0,,2,2,4,4,4,4,4,4,4,4,3,4,3,3,4,2,1,3
2948,2949,2,1,2,9,83,12,4,1,3,5,8,4,1,1,2.0,,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,3,1,1,1,2,1,2,1,180,0,,,,1,0,1,2,2.0,2,2,2,2,2,2,2,2,2,3,3,1,4.0,,,,1,83.0,12,3.0,1,0,0,6,5.0,4,2,1,2,4,2,2,2,,3.0,1,2.0,,2,3,4,4,4,3,4,4,4,4,3,3,2,3,1,3,3,4
2949,2950,2,2,1,8,79,9,1,2,3,3,1,5,11,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,2,3,2,2,2,2,2,2,2,10,0,,,,1,5,0,3,,2,3,2,3,2,2,2,2,4,4,4,4,3.0,,,,1,79.0,9,7.0,2,0,0,5,2.0,6,2,1,3,4,1,2,1,1.0,,1,3.0,,2,1,2,2,3,2,2,1,2,2,2,5,5,5,5,5,4,1
2950,2951,2,3,2,4,44,7,2,1,5,3,2,1,8,1,2.0,,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,1,2,1,1,2,1,1,6,1,450,10,,28.0,28.0,1,0,2,2,2.0,2,2,2,2,2,2,2,2,3,4,3,4,1.0,,,,1,44.0,7,4.0,2,0,0,6,4.0,6,1,1,3,4,3,2,1,3.0,,2,,5.0,2,1,2,2,3,2,2,2,2,2,3,5,5,3,2,3,3,2
2951,2952,2,1,2,4,94,1,5,4,5,1,2,8,4,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,1,1,1,1,1,1,1,1,4,60,0,,,,0,1,0,4,2.0,2,2,2,2,2,2,1,2,3,2,3,3,6.0,,,,1,94.0,1,1.0,1,0,0,5,4.0,2,1,1,2,4,1,1,1,3.0,,2,,3.0,2,1,1,1,3,2,2,2,3,3,1,3,1,1,2,2,3,3
2952,2953,2,1,2,7,63,11,1,2,5,2,1,2,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,2,2,2,1,1,2,2,3,60,2,,56.0,25.0,0,0,1,2,2.0,2,2,2,2,2,2,2,2,3,4,4,4,1.0,,,,1,63.0,11,6.0,3,0,0,3,,6,1,1,2,3,2,2,1,3.0,,2,,4.0,2,1,2,2,2,2,2,2,2,2,3,5,3,4,1,3,5,3
2953,2954,2,2,2,9,54,6,4,7,7,3,2,5,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,1,1,70,0,,,,0,1,0,3,2.0,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,54.0,6,4.0,2,0,1,3,,2,3,2,1,4,3,1,1,2.0,,2,,1.0,2,1,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2
2954,2955,2,2,1,6,85,7,3,1,5,3,6,2,1,1,3.0,,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,2,4,5,5,5,1,5,5,3,720,12,,60.0,45.0,1,1,5,2,,2,2,2,2,2,2,2,2,3,2,1,4,1.0,,,,1,85.0,7,5.0,4,1,0,6,4.0,4,1,1,2,1,1,2,2,,3.0,1,4.0,,2,1,2,1,3,1,3,4,2,4,4,5,2,3,5,3,4,4
2955,2956,2,2,2,5,80,5,2,1,5,2,1,2,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,2,1,2,4,2,600,2,,30.0,40.0,0,1,5,3,2.0,2,2,2,2,2,2,2,2,4,3,4,4,1.0,,,,1,80.0,5,5.0,3,1,0,5,3.0,2,1,1,2,2,3,1,2,,3.0,1,3.0,,2,2,2,2,3,2,3,3,4,3,2,2,2,2,1,2,2,2
2956,2957,2,1,2,7,64,9,4,5,8,5,1,8,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,1,2,2,9,1,1,1,1,1,1,1,2,2,700,1,28.0,,,0,1,0,5,2.0,1,2,2,2,2,2,3,2,3,3,1,3,,,,,1,64.0,9,3.0,1,0,0,5,4.0,6,1,1,2,3,2,3,1,4.0,,1,2.0,,2,2,3,3,3,3,3,2,3,3,5,3,4,3,5,4,5,3
2957,2958,2,1,1,10,30,10,4,7,7,3,8,4,3,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,2,3,3,2,1,1,1,2,2,0,0,,,,2,0,0,2,,2,2,2,2,2,2,2,2,4,3,4,4,,,,,1,30.0,10,5.0,2,0,1,5,2.0,2,1,2,2,3,2,2,2,,3.0,2,,2.0,1,2,2,2,2,2,3,2,2,3,4,4,3,4,4,4,4,4
2958,2959,2,1,1,9,56,8,2,7,7,3,1,2,9,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,1,1,1,1,1,1,2,2,180,0,,,,0,5,0,3,,2,2,2,2,2,3,2,2,2,2,2,3,,,,,1,56.0,8,6.0,3,0,0,4,,6,2,1,1,3,2,2,1,3.0,,1,2.0,,2,1,2,2,3,2,4,3,2,3,1,1,2,1,1,1,2,2
2959,2960,2,3,2,10,27,4,2,7,7,3,3,10,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,1,2,8,1,2,1,1,1,1,1,2,3,270,1,55.0,,,2,1,0,2,2.0,2,2,2,2,2,2,2,2,2,1,2,4,,,,,1,27.0,4,5.0,2,0,2,3,,2,1,1,2,3,2,2,1,2.0,,1,1.0,,2,1,2,2,3,2,2,2,3,2,2,2,1,2,2,2,2,2
2960,2961,2,1,2,8,41,2,3,2,6,5,2,1,5,2,,4.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,3,1,180,10,,14.0,65.0,0,0,2,2,2.0,2,2,2,2,2,2,2,2,4,4,4,4,1.0,,,,1,41.0,2,2.0,1,0,0,3,,6,2,1,3,2,2,2,2,,3.0,1,3.0,,2,1,2,2,2,2,3,2,2,2,1,2,1,2,1,2,2,1
2961,2962,2,3,1,10,95,1,5,7,7,5,1,8,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,1,1,1,1,1,1,1,1,2,80,20,,,,0,0,0,4,,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,95.0,1,6.0,1,0,0,6,1.0,4,1,1,1,4,3,1,1,3.0,,1,2.0,,1,2,2,2,3,2,2,2,3,3,2,1,1,1,1,2,1,2
